taxonomic_group	taxon_primer_hits	taxon_primer_misses	taxon_total_observed	total_filtered_seqs	fraction_total_filtered_sequences_mismatched	fraction_taxon_mismatched
d:Bacteria,p:Atribacteria,c:JS1,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Atribacteria,c:JS1,o:terrestrial_metagenome		0	0	134751	0	0
d:Bacteria,p:Armatimonadetes,c:uncultured,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Armatimonadetes,c:uncultured,o:uncultured_bacterium_SJA-171		0	0	134751	0	0
d:Bacteria,p:Armatimonadetes,c:uncultured,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Armatimonadetes,c:uncultured,o:uncultured_Armatimonadetes_bacterium		0	0	134751	0	0
d:Bacteria,p:Armatimonadetes,c:Fimbriimonadia,o:Fimbriimonadales		0	0	134751	0	0
d:Bacteria,p:Armatimonadetes,c:DG-56,o:uncultured_soil_bacterium		0	0	134751	0	0
d:Bacteria,p:Armatimonadetes,c:DG-56,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Armatimonadetes,c:DG-56,o:candidate_division_KD3-62_bacterium_DG_56		0	0	134751	0	0
d:Bacteria,p:Armatimonadetes,c:Armatimonadia,o:Armatimonadales	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Aquificae,c:Aquificae,o:Hydrogenothermales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Aquificae,c:Aquificae,o:Aquificales		0	0	134751	0	0
d:Bacteria,p:AncK6,c:uncultured_delta_proteobacterium,o:uncultured_delta_proteobacterium		0	0	134751	0	0
d:Bacteria,p:AncK6,c:uncultured_bacterium,o:uncultured_bacterium	32.0000	0	32.0	134751	0	0
d:Bacteria,p:AncK6,c:hydrothermal_vent_metagenome,o:hydrothermal_vent_metagenome		0	0	134751	0	0
d:Bacteria,p:Aerophobetes,c:uncultured_bacterium,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Aegiribacteria,c:uncultured_organism,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Aegiribacteria,c:uncultured_bacterium,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:WCHB1-81,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:WCHB1-81,o:uncultured_bacterium	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Actinobacteria,c:WCHB1-81,o:uncultured_actinobacterium		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:WCHB1-81,o:Omnitrophica_WOR_2_bacterium_RBG_13_44_8		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:WCHB1-81,o:marine_sediment_metagenome		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:uncultured		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Solirubrobacterales		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Rubrobacteria,o:Rubrobacterales		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:RBG-16-55-12,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Nitriliruptoria,o:Nitriliruptorales		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Nitriliruptoria,o:Euzebyales		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:MB-A2-108,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:KIST-JJY010,o:uncultured_actinobacterium		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Coriobacteriia,o:OPB41		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Streptosporangiales	7.0000	0	7.0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micromonosporales	4.0000	0	4.0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Kineosporiales		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Glycomycetales		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Frankiales	7.0000	0	7.0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Elev-16S-976		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales	6.0000	0	6.0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Catenulisporales		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Bifidobacteriales		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:uncultured	7.0000	0	7.0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:IMCC26256	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:0319-7L14,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Actinobacteria,c:0319-7L14,o:uncultured_Actinomycetales_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Thermoanaerobaculia,o:Thermoanaerobaculales	14.0000	0	14.0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_9,o:unidentified_bacterium_wb1_A08		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_9,o:uncultured_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:Unknown_Order		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_soil_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_Saccharibacillus_sp.		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_marine_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_Holophaga_sp.		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_deep-sea_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_bacterium_gp6		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_bacterium_AD106-G4		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_actinobacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_Acidobacteriales_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_Acidobacteriaceae_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_Acidobacteria_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:uncultured_Acidimicrobiales_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:metagenome		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_6,o:Acidobacteria_bacterium_SCN_69-37		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_5,o:uncultured_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_5,o:uncultured_Acidobacteria_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_26,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_26,o:uncultured_Acidobacteria_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_25,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_22,o:uncultured_organism	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_22,o:uncultured_Holophaga/Acidobacterium_Sva0515		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_22,o:uncultured_deep-sea_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_22,o:uncultured_bacterium	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_22,o:uncultured_Acidobacteriaceae_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_22,o:uncultured_Acidobacteria_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_21,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_21,o:uncultured_Acidobacterium_sp.		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_21,o:uncultured_Acidobacteria_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_18,o:uncultured_soil_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_18,o:uncultured_bacterium_gp18		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_18,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_18,o:uncultured_Acidobacterium_sp.		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_18,o:uncultured_Acidobacteria_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_17,o:uncultured_Holophaga_sp.		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_17,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_17,o:uncultured_Acidobacteria_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_15,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_11,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Subgroup_11,o:uncultured_Acidobacteria_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:ODP1230B23.02,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Holophagae,o:Subgroup_7		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Holophagae,o:Holophagales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Holophagae,o:Acanthopleuribacterales	4.0000	0	4.0	134751	0	0
d:Bacteria,p:Acidobacteria,c:c5LKS83,o:uncultured_Acidobacteria_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Blastocatellia_(Subgroup_4),o:Pyrinomonadales	3.0000	0	3.0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Blastocatellia_(Subgroup_4),o:Elev-16S-573		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Blastocatellia_(Subgroup_4),o:Blastocatellales		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:AT-s3-28,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Aminicenantia,o:Aminicenantales	8.0000	0	8.0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Acidobacteriia,o:Subgroup_2	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Acidobacteriia,o:Subgroup_13	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Acidobacteriia,o:Solibacterales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Acidobacteria,c:Acidobacteriia,o:Acidobacteriales	7.0000	0	7.0	134751	0	0
d:Bacteria,p:Acetothermia,c:Acetothermiia,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Acetothermia,c:Acetothermiia,o:bacterium_enrichment_culture_clone_AOM-SR-B11		0	0	134751	0	0
d:Archaea,p:Thaumarchaeota,c:SCGC_AB-179-E04,o:uncultured_archaeon		0	0	134751	0	0
d:Archaea,p:Thaumarchaeota,c:Nitrososphaeria,o:Nitrosotaleales		0	0	134751	0	0
d:Archaea,p:Thaumarchaeota,c:Nitrososphaeria,o:Nitrososphaerales		0	0	134751	0	0
d:Archaea,p:Thaumarchaeota,c:Nitrososphaeria,o:Nitrosopumilales		0	0	134751	0	0
d:Archaea,p:Thaumarchaeota,c:Nitrososphaeria,o:Nitrosocaldales		0	0	134751	0	0
d:Archaea,p:Thaumarchaeota,c:Marine_Benthic_Group_A,o:uncultured_Nitrosopumilales_archaeon		0	0	134751	0	0
d:Archaea,p:Thaumarchaeota,c:Marine_Benthic_Group_A,o:uncultured_marine_crenarchaeote_AD1000-23-H12		0	0	134751	0	0
d:Archaea,p:Thaumarchaeota,c:Marine_Benthic_Group_A,o:uncultured_crenarchaeote		0	0	134751	0	0
d:Archaea,p:Thaumarchaeota,c:Marine_Benthic_Group_A,o:uncultured_archaeon		0	0	134751	0	0
d:Archaea,p:Thaumarchaeota,c:Marine_Benthic_Group_A,o:marine_metagenome		0	0	134751	0	0
d:Archaea,p:Thaumarchaeota,c:Group_1.1c,o:uncultured_thaumarchaeote		0	0	134751	0	0
d:Archaea,p:Thaumarchaeota,c:Group_1.1c,o:uncultured_crenarchaeote		0	0	134751	0	0
d:Archaea,p:Thaumarchaeota,c:Group_1.1c,o:uncultured_archaeon		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:unidentified_archaeon		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_euryarchaeote		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_crenarchaeote		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_bacterium		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_archaeon_PENDANT-33		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_archaeon_CLEAR-24		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_archaeon_CLEAR-15		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_archaeon		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Parcubacteria_group_bacterium_GW2011_GWA2_37_10		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Nanoarchaeota_archaeon_SCGC_AAA011-G17		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Nanoarchaeota_archaeon_SCGC_AAA011-D5		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:metagenome		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:marine_metagenome		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Euryarchaeota_archaeon_SCGC_AAA286-E23		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Desulfobacteraceae_bacterium_4572_19		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Yanofskybacteria_bacterium_RIFCSPHIGHO2_01_FULL_41_26		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Woesearchaeota_archaeon_CG1_02_57_44		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Staskawiczbacteria_bacterium_RIFOXYA2_FULL_32_7		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Staskawiczbacteria_bacterium_RIFCSPHIGHO2_01_FULL_34_27		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Pacearchaeota_archaeon_RBG_19FT_COMBO_34_9		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Pacearchaeota_archaeon_CG1_02_32_21		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Pacearchaeota_archaeon_CG1_02_31_27		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_02_FULL_42_17		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Levybacteria_bacterium_RIFOXYB1_FULL_40_17		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Diapherotrites_archaeon_ADurb.Bin253		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Amesbacteria_bacterium_GW2011_GWC1_47_15		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:archaeon_GW2011_AR18		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:archaeon_GW2011_AR17		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:archaeon_GW2011_AR16		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:archaeon_GW2011_AR15		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:archaeon_GW2011_AR13		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Nanohaloarchaeia,o:Nanohaloarchaeales		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Nanohaloarchaeia,o:Deep_Sea_Euryarchaeotic_Group(DSEG)		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Nanohaloarchaeia,o:Aenigmarchaeales		0	0	134751	0	0
d:Archaea,p:Nanoarchaeaeota,c:Nanoarchaeia,o:Nanoarchaeales		0	0	134751	0	0
d:Archaea,p:Korarchaeota,c:Korarchaeia,o:Korarchaeales		0	0	134751	0	0
d:Archaea,p:Hydrothermarchaeota,c:uncultured_marine_benthic_group_E_euryarchaeote,o:uncultured_marine_benthic_group_E_euryarchaeote		0	0	134751	0	0
d:Archaea,p:Hydrothermarchaeota,c:uncultured_archaeon,o:uncultured_archaeon		0	0	134751	0	0
d:Archaea,p:Hadesarchaeaeota,c:uncultured_euryarchaeote,o:uncultured_euryarchaeote		0	0	134751	0	0
d:Archaea,p:Hadesarchaeaeota,c:uncultured_candidate_division_MSBL1_archaeon,o:uncultured_candidate_division_MSBL1_archaeon		0	0	134751	0	0
d:Archaea,p:Hadesarchaeaeota,c:uncultured_archaeon,o:uncultured_archaeon		0	0	134751	0	0
d:Archaea,p:Hadesarchaeaeota,c:Hadesarchaea_archaeon_YNP_N21,o:Hadesarchaea_archaeon_YNP_N21		0	0	134751	0	0
d:Archaea,p:Hadesarchaeaeota,c:candidate_divison_MSBL1_archaeon_SCGC-AAA259E17,o:candidate_divison_MSBL1_archaeon_SCGC-AAA259E17		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:uncultured		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Thermoplasmatales		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:SG8-5		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Methanomassiliicoccales		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Marine_Group_III		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Marine_Group_II		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Marine_Benthic_Group_D_and_DHVEG-1		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:JdFR-43		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Thermococci,o:Thermococcales		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Thermococci,o:Methanofastidiosales		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:uncultured		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:Methanosarcinales		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:Methanomicrobiales		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:ANME-1		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Methanococci,o:Methanococcales		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Methanobacteria,o:Methanobacteriales		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Halobacteria,o:Halobacteriales		0	0	134751	0	0
d:Archaea,p:Euryarchaeota,c:Archaeoglobi,o:Archaeoglobales		0	0	134751	0	0
d:Archaea,p:Diapherotrites,c:Micrarchaeia,o:uncultured_euryarchaeote		0	0	134751	0	0
d:Archaea,p:Diapherotrites,c:Micrarchaeia,o:uncultured_archaeon		0	0	134751	0	0
d:Archaea,p:Diapherotrites,c:Iainarchaeia,o:unidentified_euryarchaeote		0	0	134751	0	0
d:Archaea,p:Diapherotrites,c:Iainarchaeia,o:uncultured_euryarchaeote_Alv-FOS5		0	0	134751	0	0
d:Archaea,p:Diapherotrites,c:Iainarchaeia,o:uncultured_euryarchaeote		0	0	134751	0	0
d:Archaea,p:Diapherotrites,c:Iainarchaeia,o:uncultured_archaeon		0	0	134751	0	0
d:Archaea,p:Diapherotrites,c:Iainarchaeia,o:Iainarchaeales		0	0	134751	0	0
d:Archaea,p:Crenarchaeota,c:Verstraetearchaeia,o:Methanomethyliales		0	0	134751	0	0
d:Archaea,p:Crenarchaeota,c:Crenarchaeota_Incertae_Sedis,o:Aigarchaeales		0	0	134751	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_marine_crenarchaeote_E48-1C		0	0	134751	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_Desulfurococcales_archaeon		0	0	134751	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_archaeon		0	0	134751	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:marine_sediment_metagenome		0	0	134751	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:marine_metagenome		0	0	134751	0	0
d:Archaea,p:Asgardaeota,c:Odinarchaeia,o:unidentified_archaeon		0	0	134751	0	0
d:Archaea,p:Asgardaeota,c:Odinarchaeia,o:uncultured_archaeon		0	0	134751	0	0
d:Archaea,p:Asgardaeota,c:Lokiarchaeia,o:uncultured_crenarchaeote		0	0	134751	0	0
d:Archaea,p:Asgardaeota,c:Lokiarchaeia,o:uncultured_archaeon		0	0	134751	0	0
d:Archaea,p:Altiarchaeota,c:Altiarchaeia,o:uncultured_euryarchaeote		0	0	134751	0	0
d:Archaea,p:Altiarchaeota,c:Altiarchaeia,o:uncultured_archaeon		0	0	134751	0	0
d:Archaea,p:Altiarchaeota,c:Altiarchaeia,o:Candidatus_Altiarchaeales_archaeon_IMC4		0	0	134751	0	0
