taxonomic_group	taxon_primer_hits	taxon_primer_misses	taxon_total_observed	total_filtered_seqs	fraction_total_filtered_sequences_mismatched	fraction_taxon_mismatched
d:Archaea,p:Thaumarchaeota,c:Marine_Benthic_Group_A,o:marine_metagenome		0	0	24945	0	0
d:Archaea,p:Thaumarchaeota,c:Group_1.1c,o:uncultured_thaumarchaeote		0	0	24945	0	0
d:Archaea,p:Thaumarchaeota,c:Group_1.1c,o:uncultured_marine_group_I_thaumarchaeote		0	0	24945	0	0
d:Archaea,p:Thaumarchaeota,c:Group_1.1c,o:uncultured_crenarchaeote		0	0	24945	0	0
d:Archaea,p:Thaumarchaeota,c:Group_1.1c,o:uncultured_archaeon		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:unidentified_archaeon		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_euryarchaeote		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_crenarchaeote		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_bacterium		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_archaeon_PENDANT-33		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_archaeon_PENDANT-17		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_archaeon_CLEAR-24		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_archaeon_CLEAR-15		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_archaeon		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Parcubacteria_group_bacterium_GW2011_GWA2_37_10		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Nanoarchaeota_archaeon_SCGC_AAA011-G17		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Nanoarchaeota_archaeon_SCGC_AAA011-D5		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:metagenome		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:marine_metagenome		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Euryarchaeota_archaeon_SCGC_AAA286-E23		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Desulfobacteraceae_bacterium_4572_19		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Yanofskybacteria_bacterium_RIFCSPHIGHO2_01_FULL_41_26		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Woesearchaeota_archaeon_CG1_02_57_44		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Staskawiczbacteria_bacterium_RIFOXYA2_FULL_32_7		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Staskawiczbacteria_bacterium_RIFCSPHIGHO2_01_FULL_34_27		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Pacearchaeota_archaeon_RBG_19FT_COMBO_34_9		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Pacearchaeota_archaeon_CG1_02_32_21		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Pacearchaeota_archaeon_CG1_02_31_27		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_02_FULL_42_17		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Levybacteria_bacterium_RIFOXYB1_FULL_40_17		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Diapherotrites_archaeon_ADurb.Bin253		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:Candidatus_Amesbacteria_bacterium_GW2011_GWC1_47_15		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:archaeon_GW2011_AR18		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:archaeon_GW2011_AR17		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:archaeon_GW2011_AR16		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:archaeon_GW2011_AR15		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:archaeon_GW2011_AR13		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Nanohaloarchaeia,o:uncultured_archaeon		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Nanohaloarchaeia,o:Nanohaloarchaeales		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Nanohaloarchaeia,o:Deep_Sea_Euryarchaeotic_Group(DSEG)		0	0	24945	0	0
d:Archaea,p:Nanoarchaeaeota,c:Nanoarchaeia,o:Nanoarchaeales		0	0	24945	0	0
d:Archaea,p:Korarchaeota,c:Korarchaeia,o:Korarchaeales		0	0	24945	0	0
d:Archaea,p:Hydrothermarchaeota,c:uncultured_marine_benthic_group_E_euryarchaeote,o:uncultured_marine_benthic_group_E_euryarchaeote		0	0	24945	0	0
d:Archaea,p:Hydrothermarchaeota,c:uncultured_euryarchaeote,o:uncultured_euryarchaeote		0	0	24945	0	0
d:Archaea,p:Hydrothermarchaeota,c:uncultured_archaeon,o:uncultured_archaeon		0	0	24945	0	0
d:Archaea,p:Hydrothermarchaeota,c:uncultured_archaeon_APA7-17cm,o:uncultured_archaeon_APA7-17cm		0	0	24945	0	0
d:Archaea,p:Hydrothermarchaeota,c:marine_metagenome,o:marine_metagenome		0	0	24945	0	0
d:Archaea,p:Hydrothermarchaeota,c:Candidatus_Hydrothermarchaeota_archaeon_JdFR-18,o:Candidatus_Hydrothermarchaeota_archaeon_JdFR-18		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:uncultured_marine_crenarchaeote,o:uncultured_marine_crenarchaeote		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:uncultured_euryarchaeote,o:uncultured_euryarchaeote		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:uncultured_candidate_division_MSBL1_archaeon,o:uncultured_candidate_division_MSBL1_archaeon		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:uncultured_archaeon_SAGMA-Q,o:uncultured_archaeon_SAGMA-Q		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:uncultured_archaeon_SAGMA-J,o:uncultured_archaeon_SAGMA-J		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:uncultured_archaeon_SAGMA-I,o:uncultured_archaeon_SAGMA-I		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:uncultured_archaeon_SAGMA-F,o:uncultured_archaeon_SAGMA-F		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:uncultured_archaeon_SAGMA-E,o:uncultured_archaeon_SAGMA-E		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:uncultured_archaeon,o:uncultured_archaeon		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:hypersaline_lake_metagenome,o:hypersaline_lake_metagenome		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:Hadesarchaea_archaeon_YNP_N21,o:Hadesarchaea_archaeon_YNP_N21		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:candidate_divison_MSBL1_archaeon_SCGC-AAA385D11,o:candidate_divison_MSBL1_archaeon_SCGC-AAA385D11		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:candidate_divison_MSBL1_archaeon_SCGC-AAA382N08,o:candidate_divison_MSBL1_archaeon_SCGC-AAA382N08		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:candidate_divison_MSBL1_archaeon_SCGC-AAA382A20,o:candidate_divison_MSBL1_archaeon_SCGC-AAA382A20		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:candidate_divison_MSBL1_archaeon_SCGC-AAA261D19,o:candidate_divison_MSBL1_archaeon_SCGC-AAA261D19		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:candidate_divison_MSBL1_archaeon_SCGC-AAA259E17,o:candidate_divison_MSBL1_archaeon_SCGC-AAA259E17		0	0	24945	0	0
d:Archaea,p:Hadesarchaeaeota,c:candidate_divison_MSBL1_archaeon_SCGC-AAA259A05,o:candidate_divison_MSBL1_archaeon_SCGC-AAA259A05		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:uncultured_archaeon		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Thermoplasmatales		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:SG8-5		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Methanomassiliicoccales		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Marine_Group_III		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Marine_Group_II		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Marine_Benthic_Group_D_and_DHVEG-1		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:JdFR-43		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Thermococci,o:Thermococcales		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Thermococci,o:Methanofastidiosales		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Methanopyri,o:Methanopyrales		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:uncultured		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:Methanosarcinales		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:Methanomicrobiales		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:Methanocellales		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:ANME-1		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Methanococci,o:Methanococcales		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Methanobacteria,o:Methanobacteriales		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Halobacteria,o:Halobacteriales		0	0	24945	0	0
d:Archaea,p:Euryarchaeota,c:Archaeoglobi,o:Archaeoglobales		0	0	24945	0	0
d:Archaea,p:Diapherotrites,c:Micrarchaeia,o:uncultured_Thermoproteales_archaeon		0	0	24945	0	0
d:Archaea,p:Diapherotrites,c:Micrarchaeia,o:uncultured_euryarchaeote_VAL35-1		0	0	24945	0	0
d:Archaea,p:Diapherotrites,c:Micrarchaeia,o:uncultured_euryarchaeote_VAL31-1		0	0	24945	0	0
d:Archaea,p:Diapherotrites,c:Micrarchaeia,o:uncultured_euryarchaeote		0	0	24945	0	0
d:Archaea,p:Diapherotrites,c:Micrarchaeia,o:uncultured_crenarchaeote		0	0	24945	0	0
d:Archaea,p:Diapherotrites,c:Micrarchaeia,o:uncultured_archaeon		0	0	24945	0	0
d:Archaea,p:Diapherotrites,c:Micrarchaeia,o:mine_drainage_metagenome		0	0	24945	0	0
d:Archaea,p:Diapherotrites,c:Micrarchaeia,o:Candidatus_Micrarchaeum_acidiphilum_ARMAN-2		0	0	24945	0	0
d:Archaea,p:Diapherotrites,c:Micrarchaeia,o:Candidatus_Micrarchaeota_archaeon_CG1_02_55_41		0	0	24945	0	0
d:Archaea,p:Diapherotrites,c:Micrarchaeia,o:Candidatus_Micrarchaeota_archaeon_CG1_02_55_22		0	0	24945	0	0
d:Archaea,p:Diapherotrites,c:Iainarchaeia,o:unidentified_euryarchaeote		0	0	24945	0	0
d:Archaea,p:Diapherotrites,c:Iainarchaeia,o:unidentified_archaeon		0	0	24945	0	0
d:Archaea,p:Diapherotrites,c:Iainarchaeia,o:uncultured_euryarchaeote_Alv-FOS5		0	0	24945	0	0
d:Archaea,p:Diapherotrites,c:Iainarchaeia,o:uncultured_euryarchaeote		0	0	24945	0	0
d:Archaea,p:Diapherotrites,c:Iainarchaeia,o:uncultured_archaeon		0	0	24945	0	0
d:Archaea,p:Diapherotrites,c:Iainarchaeia,o:Iainarchaeales		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Verstraetearchaeia,o:Methanomethyliales		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Thermoprotei,o:uncultured_crenarchaeote		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Thermoprotei,o:uncultured_archaeon		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Thermoprotei,o:uncultured		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Thermoprotei,o:Thermoproteales		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Thermoprotei,o:Terrestrial_Miscellaneous_Gp(TMCG)		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Thermoprotei,o:Sulfolobales		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Thermoprotei,o:Geoarchaeales		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Thermoprotei,o:Fervidicoccales		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Thermoprotei,o:Desulfurococcales		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Crenarchaeota_Incertae_Sedis,o:Aigarchaeales		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_Thermoprotei_archaeon		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_sediment_archaeon		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_organism		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_miscellaneous_Crenarchaeota_group		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_methanogenic_archaeon		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_marine_crenarchaeote_E48-1C		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_marine_crenarchaeote		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_euryarchaeote		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_eukaryote		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_Desulfurococcales_archaeon		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_crenarchaeote_pBRKC88		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_crenarchaeote		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_Bathyarchaeota_archaeon		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_bacterium		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_archaeon_CRA9-27cm		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_archaeon_Arc.201		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_archaeon_Arc.171		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_archaeon_Arc.148		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_archaeon_19c-51		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:uncultured_archaeon		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:miscellaneous_Crenarchaeota_group_archaeon_SMTZ1-55		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:marine_sediment_metagenome		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:marine_metagenome		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:Candidatus_Bathyarchaeota_archaeon_JdFR-10		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:Candidatus_Bathyarchaeota_archaeon_BA2		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:Candidatus_Bathyarchaeota_archaeon_BA1		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:Candidatus_Bathyarchaeota_archaeon_B24		0	0	24945	0	0
d:Archaea,p:Crenarchaeota,c:Bathyarchaeia,o:archaeon_enrichment_culture_clone_C1-34C-A		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:uncultured_archaeon,o:uncultured_archaeon		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Odinarchaeia,o:unidentified_archaeon		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Odinarchaeia,o:uncultured_sediment_archaeon		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Odinarchaeia,o:uncultured_marine_archaeon		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Odinarchaeia,o:uncultured_euryarchaeote		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Odinarchaeia,o:uncultured_eukaryote		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Odinarchaeia,o:uncultured_crenarchaeote_pBRKC108		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Odinarchaeia,o:uncultured_crenarchaeote		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Odinarchaeia,o:uncultured_archaeon		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Odinarchaeia,o:Candidatus_Odinarchaeota_archaeon_LCB_4		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Lokiarchaeia,o:unidentified_archaeon		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Lokiarchaeia,o:uncultured_marine_archaeon		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Lokiarchaeia,o:uncultured_euryarchaeote		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Lokiarchaeia,o:uncultured_crenarchaeote_pBRKC86		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Lokiarchaeia,o:uncultured_crenarchaeote		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Lokiarchaeia,o:uncultured_archaeon_VC2.1_Arc31		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Lokiarchaeia,o:uncultured_archaeon		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Lokiarchaeia,o:Lokiarchaeum_sp._GC14_75		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Heimdallarchaeia,o:unidentified_archaeon		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Heimdallarchaeia,o:uncultured_crenarchaeote_pBRKC129		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Heimdallarchaeia,o:uncultured_archaeon		0	0	24945	0	0
d:Archaea,p:Asgardaeota,c:Heimdallarchaeia,o:Candidatus_Heimdallarchaeota_archaeon_AB_125		0	0	24945	0	0
d:Archaea,p:Altiarchaeota,c:Altiarchaeia,o:uncultured_euryarchaeote		0	0	24945	0	0
d:Archaea,p:Altiarchaeota,c:Altiarchaeia,o:uncultured_archaeon		0	0	24945	0	0
d:Archaea,p:Altiarchaeota,c:Altiarchaeia,o:groundwater_metagenome		0	0	24945	0	0
d:Archaea,p:Altiarchaeota,c:Altiarchaeia,o:Candidatus_Altiarchaeales_archaeon_WOR_SM1_SCG		0	0	24945	0	0
d:Archaea,p:Altiarchaeota,c:Altiarchaeia,o:Candidatus_Altiarchaeales_archaeon_WOR_SM1_86-2		0	0	24945	0	0
d:Archaea,p:Altiarchaeota,c:Altiarchaeia,o:Candidatus_Altiarchaeales_archaeon_WOR_SM1_79		0	0	24945	0	0
d:Archaea,p:Altiarchaeota,c:Altiarchaeia,o:Candidatus_Altiarchaeales_archaeon_IMC4		0	0	24945	0	0
